PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.CellularComponent	PG.BiologicalProcess	PG.MolecularFunction	PG.Completeness	[1] AST_260331_115.raw.PG.NrOfStrippedSequencesUsedForQuantification	[2] AST_260331_116.raw.PG.NrOfStrippedSequencesUsedForQuantification	[3] AST_260331_117.raw.PG.NrOfStrippedSequencesUsedForQuantification	[4] AST_260331_118.raw.PG.NrOfStrippedSequencesUsedForQuantification	[5] AST_260331_119.raw.PG.NrOfStrippedSequencesUsedForQuantification	[6] AST_260331_120.raw.PG.NrOfStrippedSequencesUsedForQuantification	[7] AST_260331_121.raw.PG.NrOfStrippedSequencesUsedForQuantification	[8] AST_260331_125.raw.PG.NrOfStrippedSequencesUsedForQuantification	[9] AST_260331_126.raw.PG.NrOfStrippedSequencesUsedForQuantification	[10] AST_260331_127.raw.PG.NrOfStrippedSequencesUsedForQuantification	[11] AST_260331_128.raw.PG.NrOfStrippedSequencesUsedForQuantification	[12] AST_260331_129.raw.PG.NrOfStrippedSequencesUsedForQuantification	[13] AST_260331_130.raw.PG.NrOfStrippedSequencesUsedForQuantification	[14] AST_260331_131.raw.PG.NrOfStrippedSequencesUsedForQuantification	[15] AST_260331_134.raw.PG.NrOfStrippedSequencesUsedForQuantification	[16] AST_260331_135.raw.PG.NrOfStrippedSequencesUsedForQuantification	[17] AST_260331_136.raw.PG.NrOfStrippedSequencesUsedForQuantification	[18] AST_260331_137.raw.PG.NrOfStrippedSequencesUsedForQuantification	[19] AST_260331_138.raw.PG.NrOfStrippedSequencesUsedForQuantification	[20] AST_260331_139.raw.PG.NrOfStrippedSequencesUsedForQuantification	[21] AST_260331_140.raw.PG.NrOfStrippedSequencesUsedForQuantification	[22] AST_260331_142.raw.PG.NrOfStrippedSequencesUsedForQuantification	[23] AST_260331_143.raw.PG.NrOfStrippedSequencesUsedForQuantification	[24] AST_260331_144.raw.PG.NrOfStrippedSequencesUsedForQuantification	[25] AST_260331_148.raw.PG.NrOfStrippedSequencesUsedForQuantification	[26] AST_260331_149.raw.PG.NrOfStrippedSequencesUsedForQuantification	[27] AST_260331_152.raw.PG.NrOfStrippedSequencesUsedForQuantification	[28] AST_260331_153.raw.PG.NrOfStrippedSequencesUsedForQuantification	[29] AST_260331_157.raw.PG.NrOfStrippedSequencesUsedForQuantification	[30] AST_260331_158.raw.PG.NrOfStrippedSequencesUsedForQuantification	[31] AST_260331_161.raw.PG.NrOfStrippedSequencesUsedForQuantification	[32] AST_260331_162.raw.PG.NrOfStrippedSequencesUsedForQuantification	[33] AST_260331_163.raw.PG.NrOfStrippedSequencesUsedForQuantification	[34] AST_260331_164.raw.PG.NrOfStrippedSequencesUsedForQuantification	[35] AST_260331_165.raw.PG.NrOfStrippedSequencesUsedForQuantification	[36] AST_260331_166.raw.PG.NrOfStrippedSequencesUsedForQuantification	[37] AST_260331_167.raw.PG.NrOfStrippedSequencesUsedForQuantification	[38] AST_260407_008.raw.PG.NrOfStrippedSequencesUsedForQuantification	[39] AST_260407_009.raw.PG.NrOfStrippedSequencesUsedForQuantification	[40] AST_260407_010.raw.PG.NrOfStrippedSequencesUsedForQuantification	[41] AST_260407_011.raw.PG.NrOfStrippedSequencesUsedForQuantification	[42] AST_260407_012.raw.PG.NrOfStrippedSequencesUsedForQuantification	[43] AST_260407_014.raw.PG.NrOfStrippedSequencesUsedForQuantification	[44] AST_260407_015.raw.PG.NrOfStrippedSequencesUsedForQuantification	[45] AST_260407_016.raw.PG.NrOfStrippedSequencesUsedForQuantification	[46] AST_260407_017.raw.PG.NrOfStrippedSequencesUsedForQuantification	[47] AST_260407_018.raw.PG.NrOfStrippedSequencesUsedForQuantification	[48] AST_260407_019.raw.PG.NrOfStrippedSequencesUsedForQuantification	[1] AST_260331_115.raw.PG.MS2Quantity	[2] AST_260331_116.raw.PG.MS2Quantity	[3] AST_260331_117.raw.PG.MS2Quantity	[4] AST_260331_118.raw.PG.MS2Quantity	[5] AST_260331_119.raw.PG.MS2Quantity	[6] AST_260331_120.raw.PG.MS2Quantity	[7] AST_260331_121.raw.PG.MS2Quantity	[8] AST_260331_125.raw.PG.MS2Quantity	[9] AST_260331_126.raw.PG.MS2Quantity	[10] AST_260331_127.raw.PG.MS2Quantity	[11] AST_260331_128.raw.PG.MS2Quantity	[12] AST_260331_129.raw.PG.MS2Quantity	[13] AST_260331_130.raw.PG.MS2Quantity	[14] AST_260331_131.raw.PG.MS2Quantity	[15] AST_260331_134.raw.PG.MS2Quantity	[16] AST_260331_135.raw.PG.MS2Quantity	[17] AST_260331_136.raw.PG.MS2Quantity	[18] AST_260331_137.raw.PG.MS2Quantity	[19] AST_260331_138.raw.PG.MS2Quantity	[20] AST_260331_139.raw.PG.MS2Quantity	[21] AST_260331_140.raw.PG.MS2Quantity	[22] AST_260331_142.raw.PG.MS2Quantity	[23] AST_260331_143.raw.PG.MS2Quantity	[24] AST_260331_144.raw.PG.MS2Quantity	[25] AST_260331_148.raw.PG.MS2Quantity	[26] AST_260331_149.raw.PG.MS2Quantity	[27] AST_260331_152.raw.PG.MS2Quantity	[28] AST_260331_153.raw.PG.MS2Quantity	[29] AST_260331_157.raw.PG.MS2Quantity	[30] AST_260331_158.raw.PG.MS2Quantity	[31] AST_260331_161.raw.PG.MS2Quantity	[32] AST_260331_162.raw.PG.MS2Quantity	[33] AST_260331_163.raw.PG.MS2Quantity	[34] AST_260331_164.raw.PG.MS2Quantity	[35] AST_260331_165.raw.PG.MS2Quantity	[36] AST_260331_166.raw.PG.MS2Quantity	[37] AST_260331_167.raw.PG.MS2Quantity	[38] AST_260407_008.raw.PG.MS2Quantity	[39] AST_260407_009.raw.PG.MS2Quantity	[40] AST_260407_010.raw.PG.MS2Quantity	[41] AST_260407_011.raw.PG.MS2Quantity	[42] AST_260407_012.raw.PG.MS2Quantity	[43] AST_260407_014.raw.PG.MS2Quantity	[44] AST_260407_015.raw.PG.MS2Quantity	[45] AST_260407_016.raw.PG.MS2Quantity	[46] AST_260407_017.raw.PG.MS2Quantity	[47] AST_260407_018.raw.PG.MS2Quantity	[48] AST_260407_019.raw.PG.MS2Quantity
39724.74	Q12452	ERG27	3-keto-steroid reductase ERG27	20	endoplasmic reticulum,endoplasmic reticulum membrane,lipid particle,mitochondrial outer membrane	steroid biosynthetic process,ergosterol biosynthetic process	3-keto sterol reductase activity,protein binding	100	19	14	18	15	15	16	16	15	17	15	16	15	15	17	15	18	16	15	19	15	16	15	15	16	13	15	14	12	15	15	14	15	13	15	13	13	13	16	14	17	13	17	16	15	15	16	17	16	26036.64453125	16208.3779296875	23923.978515625	17037.845703125	16587.751953125	17354.3359375	18311.966796875	15554.8349609375	22817.517578125	16188.5263671875	16048.40625	16100.4794921875	17814.318359375	21264.0703125	15070.8818359375	23041.708984375	17476.0625	15689.9716796875	16650.0703125	17134.984375	21520.267578125	17094.390625	10591.1923828125	12422.322265625	10946.7607421875	12372.177734375	11259.19921875	11789.9326171875	11349.5537109375	12626.80078125	12051.5537109375	12798.1455078125	13267.08984375	11343.1220703125	10986.6943359375	11422.9912109375	12579.3076171875	27717.3828125	13336.015625	26867.5625	14715.296875	16870.77734375	11613.6240234375	15880.521484375	11177.6201171875	11224.48046875	23548.71484375	11209.822265625
84768.58	Q12453	CEX1	Cytoplasmic export protein 1	37	cytoplasm,nuclear pore	retrograde vesicle-mediated transport, Golgi to ER,tRNA export from nucleus	tRNA binding,protein binding	100	29	28	27	27	26	28	26	27	30	29	28	28	29	26	27	31	27	28	29	27	25	28	26	28	24	29	26	27	26	27	27	29	27	26	27	27	28	31	30	29	31	30	31	30	32	31	32	31	6074.0185546875	5435.44775390625	5784.61962890625	7801.30810546875	5642.4140625	5783.36767578125	6001.42626953125	5811.90087890625	6061.30859375	8524.837890625	5405.53125	5693.32373046875	5875.2275390625	6848.62939453125	5128.8642578125	5941.3193359375	8523.8486328125	5477.7841796875	5373.75439453125	5867.89453125	6659.0712890625	6363.23291015625	5345.3525390625	5489.47998046875	5975.7138671875	6554.16650390625	5455.45166015625	5608.61865234375	5751.2861328125	6397.60107421875	5481.17626953125	6096.30029296875	6817.47900390625	5531.03076171875	5835.3251953125	5969.33447265625	6287.84814453125	6380.244140625	6725.13427734375	6419.26513671875	6695.5751953125	6763.580078125	5720.2099609375	6795.19091796875	5806.85888671875	5720.486328125	6625.64794921875	5692.78173828125
26024.3	Q12454	OCA6	Putative tyrosine-protein phosphatase OCA6	8	cytoplasm	biological_process	molecular_function,protein tyrosine phosphatase activity,phosphatase activity	100	5	5	5	5	6	5	6	5	6	4	5	5	5	6	5	5	5	6	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	6	6	5	6	5	6	6	7	5	6	8	7	5	1913.810546875	1869.4405517578125	2270.87646484375	2618.088134765625	1888.5889892578125	2215.36376953125	2087.841064453125	2168.1123046875	2037.0572509765625	2429.83544921875	1877.8096923828125	2370.053955078125	1832.5205078125	2452.721923828125	1765.0992431640625	1909.5155029296875	2499.120361328125	1963.9349365234375	2054.63720703125	1936.592529296875	2249.01806640625	1714.2020263671875	2119.971435546875	2078.056396484375	2144.690185546875	2391.1552734375	1842.24072265625	2182.78857421875	2083.297607421875	2483.3076171875	1950.990966796875	2591.241455078125	2524.24658203125	2443.872802734375	1992.1234130859375	2307.6240234375	2407.27197265625	2392.190673828125	2592.846435546875	2071.3515625	2548.6708984375	2110.213134765625	2604.075927734375	1811.225341796875	2452.43994140625	2424.0400390625	2881.75146484375	2569.42578125
34090.76	Q12455	SPE4	Spermine synthase SPE4	9	cytosol,cytoplasm	polyamine metabolic process,polyamine biosynthetic process,spermine biosynthetic process,spermidine biosynthetic process,pantothenate biosynthetic process	catalytic activity,spermidine synthase activity,protein binding,transferase activity, transferring alkyl or aryl (other than methyl) groups,spermine synthase activity	100	4	6	7	4	5	6	6	5	6	5	6	5	7	5	8	6	5	5	7	6	6	5	8	7	5	5	6	6	5	6	6	5	4	4	5	5	6	6	7	4	5	5	5	5	5	6	5	7	2254.45947265625	2627.544921875	2051.003662109375	2953.203857421875	2292.722412109375	2638.06689453125	2777.811279296875	2630.046630859375	2013.262939453125	2880.123291015625	2363.999755859375	2438.195556640625	2818.3779296875	2762.14501953125	2192.55078125	2567.0712890625	2905.06689453125	2462.6083984375	2596.820068359375	2779.146240234375	2897.99755859375	2451.493408203125	2659.6220703125	2333.83984375	2173.9951171875	2632.283935546875	2574.54541015625	2352.078857421875	2575.857177734375	2643.184814453125	2653.284912109375	2849.649169921875	2741.635009765625	2340.90283203125	2505.85888671875	2581.561279296875	2815.329833984375	2147.14111328125	2573.569580078125	2093.492431640625	3345.322998046875	2673.498779296875	2493.957763671875	2944.083251953125	2726.4326171875	2341.354248046875	2863.455078125	2346.32568359375
66352.28	Q12457	NSI1	RNA polymerase I termination factor	14	nucleus,chromatin,nucleolus,nuclear lumen,rDNA heterochromatin	chromatin silencing at rDNA,DNA-templated transcription, termination,regulation of transcription, DNA-templated,termination of RNA polymerase I transcription	transcription regulatory region sequence-specific DNA binding,DNA binding,transcription factor activity, sequence-specific DNA binding	93.8	5	5	5	3	5	5	5	6	5	3	5	5	5	5	3	5	3	5	5	5	0	2	3	5	2	3	4	5	4	4	5	3	2	4	4	0	5	5	0	5	2	3	5	5	5	5	5	4	613.763671875	653.642333984375	627.6925048828125	744.1377563476562	649.001220703125	569.250244140625	705.6966552734375	735.3710327148438	672.001220703125	1002.1835327148438	614.8994140625	793.33984375	547.7230224609375	620.53857421875	658.21533203125	539.8956298828125	1005.42626953125	616.9723510742188	563.4656372070312	812.3359375	NaN	639.6880493164062	590.0433349609375	578.0264892578125	513.243408203125	401.64483642578125	657.03173828125	407.8707580566406	517.5774536132812	631.7816772460938	584.9826049804688	606.8938598632812	538.1740112304688	595.5452270507812	570.5411376953125	NaN	471.2826232910156	750.3184204101562	NaN	831.850830078125	581.5465698242188	650.417236328125	496.6542663574219	560.2140502929688	596.3195190429688	498.7702941894531	723.3637084960938	486.02081298828125
34755.02	Q12458	YPR1	Aldehyde reductase YPR1	17	cytoplasm,cytosol,nucleus	arabinose catabolic process,cellular response to oxidative stress,cellular ketone metabolic process,D-xylose catabolic process,acetoin metabolic process	alditol:NADP+ 1-oxidoreductase activity,carbonyl reductase (NADPH) activity,alcohol dehydrogenase (NADP+) activity,oxidoreductase activity,2-methylbutanol:NADP oxidoreductase activity,diacetyl reductase ((S)-acetoin forming) activity	100	16	16	15	17	15	16	15	15	15	14	15	17	15	16	15	16	15	16	15	15	17	15	17	16	15	16	17	15	14	16	17	16	16	15	16	16	16	16	17	16	17	16	17	17	16	16	17	17	68710.8828125	92103.21875	63856.5546875	44917.74609375	50464.12109375	50991.1484375	57088.56640625	88254.1640625	62535.15234375	42638.52734375	50081.4765625	50632.8828125	52067.6171875	60471.96875	91574.078125	57416.55859375	41527.25	48878.35546875	49883.359375	53981.734375	61195.3984375	52941.7109375	72047.7265625	46390.04296875	47585.42578125	48358.734375	73082.171875	47184.2265625	49040.05859375	48501.92578125	70904.0078125	44240.8046875	41446.07421875	48854.015625	49439.6875	51080.34765625	48788.90625	65698.9140625	42113.31640625	65786.171875	34290.6328125	54523.109375	50973.73828125	51824.10546875	49166.68359375	48275.75390625	55334.33203125	49385.3125
56864.11	Q12460	NOP56	Nucleolar protein 56	29	nucleus,nucleoplasm,nucleolus,90S preribosome,box C/D snoRNP complex,small-subunit processome	rRNA modification,snoRNA guided rRNA 2'-O-methylation,box C/D snoRNA 3'-end processing,rRNA processing,maturation of SSU-rRNA	mRNA binding,protein binding,snoRNA binding	100	26	26	27	26	28	27	26	26	28	26	24	26	27	26	26	28	26	27	26	24	26	26	27	28	26	25	26	28	25	26	27	27	25	26	26	26	25	27	28	26	27	26	25	25	27	27	28	27	30348.3125	43190.8125	34867.51171875	48908.55859375	39623.71875	29710.091796875	32304.31640625	31388.515625	34413.171875	37210.85546875	27970.6015625	26715.6953125	29527.9453125	32530.6484375	39567.82421875	32845.6796875	45539.3046875	30862.107421875	28385.892578125	24604.685546875	29998.974609375	32689.595703125	35891.15234375	37443.94140625	28636.53125	26641.373046875	36489.03515625	34868.7265625	27908.8203125	26657.64453125	36110.8359375	31026.810546875	33436.44921875	30523.14453125	29410.466796875	29845.26171875	39952.80859375	29005.794921875	35514.05859375	35888.43359375	33181.38671875	24876.345703125	28573.6796875	27958.29296875	31684.505859375	28831.8203125	33593.76953125	27697.021484375
41452.44	Q12461	RRD2	Serine/threonine-protein phosphatase 2A activator 2	13	nucleus,cytoplasm,protein phosphatase type 2A complex	response to osmotic stress,mitotic spindle organization,TOR signaling	peptidyl-prolyl cis-trans isomerase activity,protein binding,protein tyrosine phosphatase activator activity,phosphatase activator activity,protein phosphatase regulator activity	100	8	8	6	7	7	9	6	9	9	10	9	8	8	9	9	9	8	8	7	7	9	6	6	8	6	10	8	9	8	6	8	8	9	7	7	8	10	10	9	9	8	7	7	9	7	9	10	5	2584.216552734375	2990.3193359375	2706.542236328125	2059.371337890625	1988.8271484375	2119.306884765625	2030.0242919921875	2828.31005859375	2490.15185546875	2494.362060546875	1904.1644287109375	2059.460693359375	2086.142822265625	2377.47265625	2869.016357421875	2458.9970703125	2385.53125	2125.262939453125	2401.5048828125	2148.404052734375	2351.3193359375	2419.830810546875	2304.1123046875	2123.164306640625	2008.1220703125	2453.09130859375	1842.5155029296875	2111.252197265625	1939.4052734375	2336.098388671875	2402.427734375	2251.341796875	1937.2900390625	1867.75048828125	1785.023193359375	1884.3839111328125	2419.31640625	2825.889404296875	2114.02099609375	2658.80615234375	2270.857666015625	2446.243408203125	2130.970458984375	2396.934814453125	1784.7293701171875	1961.6644287109375	2220.654052734375	1804.4713134765625
26875.4	Q12462	PEX11	Peroxisomal membrane protein PMP27	11	peroxisomal membrane,peroxisome,endoplasmic reticulum,peroxisomal importomer complex	medium-chain fatty acid transport,peroxisome organization,signal transduction,peroxisome fission,regulation of peroxisome size	molecular_function	100	9	8	9	9	8	9	10	8	8	7	9	8	8	7	8	8	8	7	8	8	9	9	9	10	8	9	9	9	10	10	9	10	9	9	9	10	10	8	11	7	10	9	10	10	9	9	8	9	15819.953125	13180.7060546875	13715.6484375	17772.51171875	13674.7900390625	14511.69140625	15245.1455078125	13589.056640625	13583.9228515625	14741.482421875	12651.6484375	13837.3642578125	15707.4736328125	16767.31640625	12005.59375	13150.970703125	12341.2197265625	14556.5673828125	14645.083984375	14177.9443359375	15245.9033203125	19476.232421875	18020.404296875	27780.94140625	31772.2734375	36467.46875	16958.0234375	29676.5234375	32391.880859375	33318.71875	20832.49609375	35822.17578125	36914.70703125	34030.73828125	34118.43359375	33174.62109375	34448.21484375	15075.5224609375	57416.21484375	14281.212890625	51047.12890625	24842.603515625	44811.8046875	28481.732421875	49809.5	48304.96484375	24040.478515625	50603.73046875
50072.8	Q12463	TRM11	tRNA (guanine(10)-N(2))-methyltransferase	18	cytoplasm,cytosol,tRNA methyltransferase complex,tRNA (m2G10) methyltransferase complex	tRNA modification,tRNA methylation	nucleic acid binding,protein binding,methyltransferase activity,Requires Ontology	100	12	15	13	12	14	12	12	12	13	12	14	13	13	11	14	15	12	14	13	13	13	9	13	11	10	11	12	12	13	12	12	12	11	12	12	11	10	12	13	12	13	11	12	12	11	12	13	12	3243.18017578125	3415.82861328125	3293.32470703125	2892.2666015625	3332.3046875	3404.802490234375	3194.993408203125	3660.310546875	3305.415283203125	3754.16650390625	3389.555419921875	3047.177001953125	3147.81982421875	2918.6943359375	3618.908447265625	3423.490478515625	3490.001708984375	3606.064208984375	3327.529296875	3287.298828125	3110.501708984375	2755.956787109375	2939.26123046875	2854.50439453125	2492.83544921875	2543.25439453125	2885.64990234375	2779.728515625	2606.458251953125	2453.186767578125	2928.302001953125	2436.032958984375	2537.507568359375	2611.032470703125	2665.983642578125	2740.426025390625	2433.95751953125	3145.65576171875	3239.05859375	3197.73583984375	3121.69482421875	2633.8798828125	2924.64404296875	2690.8916015625	2934.39599609375	2807.166259765625	3186.5732421875	2789.1171875
51611.64	Q12464	RVB2	RuvB-like protein 2	30	chromatin,nucleus,nucleoplasm,Swr1 complex,Ino80 complex,NuA4 histone acetyltransferase complex,R2TP complex,Requires Ontology	box C/D snoRNP assembly,DNA repair,chromatin remodeling,regulation of transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,rRNA processing,protein stabilization	3'-5' DNA helicase activity,DNA helicase activity,protein binding,ATP binding,DNA-dependent ATPase activity,ATPase activity,5'-3' DNA helicase activity	100	26	27	27	23	26	26	27	27	26	25	26	27	26	26	26	28	26	27	27	26	26	27	26	28	25	27	26	25	26	26	26	26	27	26	27	27	26	27	29	27	26	27	28	26	27	29	27	29	26419.140625	27115.0625	24422.474609375	26325.09375	23954.25	24210.80859375	24756.953125	26264.763671875	24401.681640625	28645.33203125	22939.091796875	23846.908203125	24584.21484375	26074.822265625	26701.56640625	24834.994140625	24600.484375	22954.044921875	23826.07421875	24757.287109375	26233.486328125	26069.564453125	25718.384765625	26372.357421875	24942.67578125	28397.703125	25416.5625	27629.50390625	26639.77734375	27733.443359375	25258.806640625	27588.921875	28084.462890625	26165.7265625	26096.6484375	27314.71875	28703.916015625	26697.87890625	27224.86328125	26748.609375	26141.173828125	25912.875	25361.16015625	26288.14453125	25543.826171875	26301.498046875	23828.18359375	25813.841796875
133958.98	Q12465	RAX2	Bud site selection protein RAX2	8	cellular bud scar,cellular bud neck,plasma membrane of growing cell tip,mitochondrion,endoplasmic reticulum,plasma membrane,cellular bud tip	cellular bud site selection,axial cellular bud site selection,bipolar cellular bud site selection,protein localization	molecular_function	100	5	5	6	5	5	5	6	6	5	5	6	7	5	5	5	5	5	6	6	5	5	5	5	6	6	7	5	5	8	5	6	5	6	5	7	6	6	5	5	8	5	6	7	5	5	7	5	7	1414.387451171875	1202.1546630859375	975.6758422851562	1284.0810546875	1297.0533447265625	1457.0269775390625	1407.302734375	1321.1942138671875	1182.7850341796875	1218.56396484375	1368.709716796875	1204.8560791015625	1379.189697265625	1122.5863037109375	967.7549438476562	1080.1995849609375	1436.072021484375	1388.375732421875	1488.36083984375	1253.4051513671875	1271.9429931640625	1472.9248046875	1390.26025390625	1189.470458984375	1675.4326171875	1366.9942626953125	1410.437255859375	1122.1895751953125	2105.376953125	1539.7652587890625	1328.33642578125	1293.0416259765625	1230.8140869140625	1822.509765625	1829.9219970703125	1683.7734375	1352.1390380859375	1338.7125244140625	1200.93359375	1049.1485595703125	1383.57666015625	1497.6766357421875	1850.3353271484375	1412.656982421875	1798.3699951171875	1608.6412353515625	1293.5567626953125	1858.8953857421875
133576.02	Q12466	TCB1	Tricalbin-1	52	endoplasmic reticulum,plasma membrane,nucleus-vacuole junction,mitochondrion,endoplasmic reticulum membrane,cortical endoplasmic reticulum,cell periphery	ER to Golgi ceramide transport,phospholipid homeostasis,regulation of phosphatidylinositol dephosphorylation,Requires Ontology,endoplasmic reticulum membrane organization	protein binding,lipid binding	100	39	39	42	32	36	39	39	37	38	32	40	39	40	38	39	39	35	40	41	37	36	42	40	42	41	36	40	44	39	39	40	41	38	42	43	36	38	42	44	42	40	42	44	40	44	45	42	44	8253.119140625	8845.611328125	7210.6376953125	6340.8515625	7801.4033203125	7327.11328125	7681.9775390625	9081.951171875	7294.3154296875	5222.7998046875	7760.64453125	7766.955078125	7851.11962890625	6978.9306640625	8545.1298828125	6857.82470703125	5850.35205078125	7643.580078125	7348.08544921875	7755.53515625	6578.72314453125	8146.31640625	7886.482421875	8953.90234375	10796.306640625	9916.7646484375	7917.4560546875	9172.443359375	10776.013671875	9921.3349609375	7917.74609375	9349.3408203125	8588.2783203125	10915.1005859375	10621.5	10795.5810546875	9789.544921875	8500.884765625	9148.00390625	8612.0576171875	9208.6396484375	9190.8271484375	11338.01953125	9858.58203125	11337.4326171875	11033.9091796875	7355.49462890625	10511.3291015625
48827.19	Q12467	MRX4	MIOREX complex component 4	13	mitochondrial matrix,mitochondrion,mitochondrial membrane	regulation of translational initiation	translation regulator activity	100	5	6	5	6	7	6	5	7	6	5	5	7	6	7	5	5	5	9	5	4	5	6	7	7	7	7	5	5	6	4	7	8	7	5	7	5	7	8	10	5	8	5	7	6	8	8	6	7	408.9062805175781	533.171875	584.8863525390625	515.1568603515625	523.2078247070312	652.3696899414062	556.2144165039062	541.2464599609375	565.1137084960938	609.8875732421875	541.0200805664062	486.1000671386719	533.8049926757812	560.3946533203125	557.609375	574.9061889648438	505.1617431640625	524.8236083984375	622.544189453125	601.588623046875	511.7159729003906	566.3389892578125	672.2406616210938	647.3867797851562	703.5233154296875	702.769287109375	623.31689453125	698.8046875	656.62939453125	708.1930541992188	666.9728393554688	815.3344116210938	532.9653930664062	701.2635498046875	689.3709716796875	719.6328735351562	821.4182739257812	555.4923095703125	756.0131225585938	566.090087890625	642.1998901367188	655.095947265625	778.203369140625	684.7654418945312	703.3768920898438	680.9075317382812	729.9588623046875	696.8702392578125
50811.77	Q12468	RRI1	COP9 signalosome complex subunit 5	7	cytoplasm,nucleus,COP9 signalosome	protein deneddylation,conjugation with cellular fusion,regulation of cell cycle,positive regulation of ergosterol biosynthetic process,cellular response to pheromone,regulation of protein neddylation	metalloendopeptidase activity,protein binding,peptidase activity,metallopeptidase activity,zinc ion binding,NEDD8-specific protease activity	97.9	2	5	4	2	3	4	5	2	4	2	4	4	3	4	2	4	1	5	3	5	0	4	4	5	4	4	2	4	3	5	4	5	3	5	5	5	5	3	5	5	5	3	5	4	5	5	5	4	253.53768920898438	253.09483337402344	154.2805633544922	236.2925262451172	201.97940063476562	182.74998474121094	142.01522827148438	217.87557983398438	189.6409149169922	261.2167053222656	256.66552734375	154.89796447753906	186.92860412597656	175.42124938964844	206.47564697265625	194.482421875	202.03211975097656	178.23301696777344	163.7593231201172	213.68873596191406	NaN	157.3352508544922	258.72076416015625	290.6971130371094	327.23541259765625	386.6708984375	409.1933288574219	272.12335205078125	382.31170654296875	314.0157165527344	228.83766174316406	396.5789794921875	341.4300537109375	392.41644287109375	443.78466796875	326.4254455566406	325.3670959472656	194.5390625	464.93951416015625	239.49166870117188	504.7860107421875	272.7143859863281	562.2645263671875	299.9330139160156	496.4850769042969	534.5000610351562	289.87701416015625	487.58416748046875
75331.13	Q12469	SKM1	Serine/threonine-protein kinase SKM1	20	cytoplasm,nucleus,plasma membrane	negative regulation of transcription from RNA polymerase II promoter,cell separation after cytokinesis,cellular response to starvation,negative regulation of gene expression,sterol import,intracellular signal transduction,regulation of MAPK cascade,negative regulation of sterol import	protein kinase activity,protein serine/threonine kinase activity,ATP binding,Requires Ontology	97.9	4	10	5	5	5	5	5	10	5	5	5	5	5	5	6	6	5	5	6	5	6	5	8	5	8	5	7	5	10	5	8	6	5	7	9	7	5	5	0	5	5	5	12	7	12	12	5	8	353.8547058105469	698.2821044921875	328.6504821777344	437.704345703125	355.9068908691406	291.2056884765625	388.3143615722656	618.1156616210938	362.5155334472656	437.0982666015625	389.30181884765625	341.3960266113281	391.3260803222656	422.0986328125	745.104248046875	311.0173034667969	349.20037841796875	368.753662109375	344.8314514160156	409.9818115234375	340.50115966796875	479.8388977050781	592.4600219726562	254.9393768310547	763.0184326171875	460.2447814941406	685.5507202148438	288.4155578613281	716.9993286132812	365.7300720214844	571.6898193359375	364.89190673828125	373.28302001953125	752.479248046875	719.6250610351562	665.9697265625	296.7667541503906	341.7096862792969	NaN	382.1368103027344	388.400634765625	444.35888671875	678.0510864257812	440.3586730957031	605.0241088867188	718.0899047851562	349.8783874511719	706.2579956054688
81989.19	Q12473	FRE6	Ferric reductase transmembrane component 6	4	plasma membrane,fungal-type vacuole,fungal-type vacuole membrane,vacuolar membrane,membrane	transition metal ion transport,iron ion transport,cellular iron ion homeostasis,copper ion import	ferric-chelate reductase activity,oxidoreductase activity,ferric-chelate reductase (NADPH) activity	77.1	3	2	0	2	2	2	1	2	2	1	2	2	2	4	0	2	3	2	1	3	2	0	0	2	0	1	0	1	1	2	1	0	0	2	2	0	2	4	0	3	2	3	1	3	3	0	4	2	207.42051696777344	164.537109375	NaN	352.779052734375	260.8876953125	262.392578125	302.85626220703125	249.94544982910156	441.1575012207031	248.81854248046875	325.6215515136719	308.95379638671875	274.11358642578125	332.277587890625	NaN	377.5250549316406	361.807861328125	262.0262145996094	425.796630859375	363.7171936035156	235.81558227539062	NaN	NaN	240.5256805419922	NaN	332.06488037109375	NaN	110.67747497558594	216.31947326660156	167.67462158203125	70.53971099853516	NaN	NaN	246.22984313964844	227.6708526611328	NaN	141.47755432128906	305.6327819824219	NaN	338.9345397949219	229.17347717285156	304.65869140625	157.6108856201172	239.2208709716797	155.2115936279297	NaN	408.7263488769531	258.3646545410156
